"word","word_acc","stress_pattern","closure_pattern","closure","pos","feats","ending_st"
"возвращаюсь","возвраща'юсь","0010","10","fem","V","V,нп=непрош,ед,изъяв,1-л,несов","а'юсь"
"дрожу","дрожу'","01","1","masc","V","V,несов,нп=непрош,ед,изъяв,1-л","жу'"
"делать","де'лать","10","10","fem","V","V,несов,пе=инф","е'лать"
"звали","зва'ли","10","10","fem","V","V,несов,пе=прош,мн,изъяв","а'ли"
"пиерид","пиери'д","001","1","masc","S","S,муж,неод=(вин,ед|им,ед)","и'д"
"мода","мо'да","10","10","fem","S","S,жен,неод=им,ед","о'да"
"дамы","да'мы","10","10","fem","S","S,жен,од=(род,ед|им,мн)","а'мы"
"впечатленья","впечатле'нья","0010","10","fem","S","S,сред,неод=(вин,мн|род,ед|им,мн)","е'нья"
"порывах","поры'вах","010","10","fem","S","S,муж,неод=пр,мн","ы'вах"
"неземными","неземны'ми","0010","10","fem","A","A=твор,мн,полн","ы'ми"
"забывался","забыва'лся","0010","10","fem","V","V,нп=прош,ед,изъяв,муж,несов","а'лся"
"венчайте","венча'йте","010","10","fem","V","V,пе=(мн,пов,2-л,несов|мн,пов,2-л,сов)","а'йте"
"вошел","вошё'л","01","1","masc","V","V,нп=прош,ед,изъяв,муж,сов","ё'л"
"слабеть","слабе'ть","01","1","masc","V","V,несов,нп=инф","е'ть"
"сиротливо","сиротли'во","0010","10","fem","A","A=ед,кр,сред","и'во"
"росла","росла'","01","1","masc","V","V,несов,нп=прош,ед,изъяв,жен","ла'"
"владенья","владе'нья","010","10","fem","S","S,сред,неод=(вин,мн|род,ед|им,мн)","е'нья"
"опасаюсь","опаса'юсь","0010","10","fem","V","V,несов,нп=непрош,ед,изъяв,1-л","а'юсь"
"свирепость","свире'пость","010","10","fem","S","S,жен,неод=(вин,ед|им,ед)","е'пость"
"касался","каса'лся","010","10","fem","V","V,нп=прош,ед,изъяв,муж,несов","а'лся"
"скрыт","скры'т","1","1","masc","V","V=прош,ед,прич,кр,муж,сов,страд","ы'т"
"чтить","чти'ть","1","1","masc","V","V,несов=инф,пе","и'ть"
"кадилы","кади'лы","010","10","fem","S","S,муж,од=им,мн","и'лы"
"протопоп","протопо'п","001","1","masc","S","S,муж,од=им,ед","о'п"
"ликах","ли'ках","10","10","fem","S","S,муж,неод=пр,мн","и'ках"
"одре","одре'","01","1","masc","S","S,муж,неод=пр,ед","ре'"
"фантом","фа'нтом","10","10","fem","S","S,муж,неод=(вин,ед|им,ед)","а'нтом"
"слиты","сли'ты","10","10","fem","V","V=прош,мн,прич,кр,сов,страд","и'ты"
"заронено","заро'нено","0100","100","dactylic","V","V,пе=прош,ед,прич,кр,сред,сов,страд","о'нено"
"небывалых","небыва'лых","0010","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","а'лых"
"извергают","изверга'ют","0010","10","fem","V","V,пе=непрош,мн,изъяв,3-л,несов","а'ют"
"улыбнулось","улыбну'лось","0010","10","fem","V","V,нп=прош,ед,изъяв,сред,сов","у'лось"
"невеста","неве'ста","010","10","fem","S","S,жен,од=им,ед","е'ста"
"предупредил","предупреди'л","0001","1","masc","V","V=прош,ед,изъяв,муж,сов","и'л"
"приютила","приюти'ла","0010","10","fem","V","V,сов,пе=прош,ед,изъяв,жен","и'ла"
"кинжалом","кинжа'лом","010","10","fem","S","S,муж,неод=твор,ед","а'лом"
"опальный","опа'льный","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","а'льный"
"унесли","унесли'","001","1","masc","V","V=прош,мн,изъяв,сов","ли'"
"приласкай","приласка'й","001","1","masc","V","V,сов,пе=ед,пов,2-л","а'й"
"стихий","стихи'й","01","1","masc","S","S,жен,неод=род,мн","и'й"
"пробегая","пробега'я","0010","10","fem","V","V,несов,нп=непрош,деепр","а'я"
"живешь","живё'шь","01","1","masc","V","V,несов,нп=непрош,ед,изъяв,2-л","ё'шь"
"откуда","отку'да","010","10","fem","ADVPRO","ADVPRO=","у'да"
"мураве","мураве'","001","1","masc","S","S,ед,жен,неод=(пр|дат)","ве'"
"вьюги","вью'ги","10","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","ю'ги"
"певунью","певу'нью","010","10","fem","S","S,жен,од=вин,ед","у'нью"
"заслоню","заслоню'","001","1","masc","V","V,пе=непрош,ед,изъяв,1-л,сов","ню'"
"сладкогласный","сладкогла'сный","0010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","а'сный"
"ханжей","ханже'й","01","1","masc","S","S,мж,од=(вин,мн|род,мн)","е'й"
"называю","называ'ю","0010","10","fem","V","V,пе=непрош,ед,изъяв,1-л,несов","а'ю"
"росписные","роспи'сные","0100","100","dactylic","A","A=(вин,мн,полн,неод|им,мн,полн)","и'сные"
"придает","придаё'т","001","1","masc","V","V,пе=непрош,ед,изъяв,3-л,несов","ё'т"
"тяжелая","тяжё'лая","0100","100","dactylic","A","A=им,ед,полн,жен","ё'лая"
"тешиться","те'шиться","100","100","dactylic","V","V,несов,нп=инф","е'шиться"
"березы","берё'зы","010","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","ё'зы"
"знакомом","знако'мом","010","10","fem","A","A=(пр,ед,полн,муж|пр,ед,полн,сред)","о'мом"
"дорожкой","доро'жкой","010","10","fem","S","S,жен,неод=твор,ед","о'жкой"
"херувим","херуви'м","001","1","masc","S","S,муж,од=им,ед","и'м"
"прозвучал","прозвуча'л","001","1","masc","V","V,сов,нп=прош,ед,изъяв,муж","а'л"
"прилетела","прилете'ла","0010","10","fem","V","V,нп=прош,ед,изъяв,жен,сов","е'ла"
"точен","то'чен","10","10","fem","A","A=ед,кр,муж","о'чен"
"волкан","волка'н","01","1","masc","S","S,имя,муж,од=им,ед","а'н"
"долей","доле'й","01","1","masc","S","S,жен,неод=(род,мн|твор,ед)","е'й"
"почуя","почу'я","010","10","fem","V","V,несов,нп=непрош,деепр","у'я"
"запылаем","запыла'ем","0010","10","fem","V","V,сов,нп=(непрош,мн,изъяв,1-л|мн,пов,1-л)","а'ем"
"клеветой","клевето'й","001","1","masc","S","S,жен,неод=твор,ед","о'й"
"влажной","вла'жной","10","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","а'жной"
"сжималось","сжима'лось","010","10","fem","V","V,нп=прош,ед,изъяв,сред,несов","а'лось"
"изречен","изречё'н","001","1","masc","V","V=прош,ед,прич,кр,муж,сов,страд","ё'н"
"ужасный","ужа'сный","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","а'сный"
"протекло","протекло'","001","1","masc","V","V,нп=прош,ед,изъяв,сред,сов","ло'"
"просить","проси'ть","01","1","masc","V","V,несов,пе=инф","и'ть"
"усмирилось","усмири'лось","0010","10","fem","V","V,нп=прош,ед,изъяв,сред,сов","и'лось"
"построю","постро'ю","010","10","fem","V","V,сов,пе=непрош,ед,изъяв,1-л","о'ю"
"ключа","ключа'","01","1","masc","S","S,муж,неод=род,ед","ча'"
"музой","му'зой","10","10","fem","S","S,жен,од=твор,ед","у'зой"
"жилица","жили'ца","010","10","fem","S","S,жен,од=им,ед","и'ца"
"красоту","красоту'","001","1","masc","S","S,жен,неод=вин,ед","ту'"
"потухнет","поту'хнет","010","10","fem","V","V,нп=непрош,ед,изъяв,3-л,сов","у'хнет"
"побежденный","побеждё'нный","0010","10","fem","V","V=(прош,вин,ед,прич,полн,муж,сов,страд,неод,пе|прош,им,ед,прич,полн,муж,сов,страд,пе)","ё'нный"
"бегите","беги'те","010","10","fem","V","V,нп=(мн,пов,2-л,несов|мн,пов,2-л,сов)","и'те"
"налетать","налета'ть","001","1","masc","V","V,нп=инф,несов","а'ть"
"непонятен","непоня'тен","0010","10","fem","A","A=ед,кр,муж","я'тен"
"фимиама","фи'миама","1000","1000","other","S","S,муж,неод=род,ед","и'миама"
"резцом","резцо'м","01","1","masc","S","S,муж,неод=твор,ед","о'м"
"рдеет","рде'ет","10","10","fem","V","V,несов,нп=непрош,ед,изъяв,3-л","е'ет"
"развалился","развали'лся","0010","10","fem","V","V,нп=прош,ед,изъяв,муж,сов","и'лся"
"опасна","опа'сна","010","10","fem","A","A=ед,кр,жен","а'сна"
"разуверенье","разуве'ренье","00100","10","fem","S","S,сред,неод=(пр,ед|вин,ед|им,ед)","е'нье"
"перенесет","перенесё'т","0001","1","masc","V","V,сов=непрош,ед,изъяв,3-л","ё'т"
"укором","уко'ром","010","10","fem","S","S,муж,неод=твор,ед","о'ром"
"вдохновенных","вдохнове'нных","0010","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","е'нных"
"расточил","расточи'л","001","1","masc","V","V,сов,пе=прош,ед,изъяв,муж","и'л"
"светлела","светле'ла","010","10","fem","V","V,несов,нп=прош,ед,изъяв,жен","е'ла"
"проси","проси'","01","1","masc","V","V,несов,пе=ед,пов,2-л","си'"
"усердной","усе'рдной","010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","е'рдной"
"искусно","иску'сно","010","10","fem","ADV","ADV=","у'сно"
"намеком","намё'ком","010","10","fem","S","S,муж,неод=твор,ед","ё'ком"
"молоком","молоко'м","001","1","masc","S","S,сред,неод=твор,ед","о'м"
"великом","вели'ком","010","10","fem","A","A=(пр,ед,полн,муж|пр,ед,полн,сред)","и'ком"
"впиши","впиши'","01","1","masc","V","V,пе=ед,пов,2-л,сов","ши'"
