"word","word_acc","stress_pattern","closure_pattern","closure","ending_st"
"кохтями","ко'хтями","100","100","dactylic","о'хтями"
"мечтались","мечта'лись","010","10","fem","а'лись"
"сверкала","сверка'ла","010","10","fem","а'ла"
"неизреченный","неизрече'нный","00010","10","fem","е'нный"
"пороку","поро'ку","010","10","fem","о'ку"
"взяв","взя'в","1","1","masc","я'в"
"периклы","пери'клы","010","10","fem","и'клы"
"илиаде","илиа'де","0010","10","fem","а'де"
"знанья","зна'нья","10","10","fem","а'нья"
"лебединой","лебеди'ной","0010","10","fem","и'ной"
"разгоняли","разгоня'ли","0010","10","fem","я'ли"
"похвалой","похвало'й","001","1","masc","о'й"
"непонятной","непоня'тной","0010","10","fem","я'тной"
"пробежать","пробежа'ть","001","1","masc","а'ть"
"разочарован","разочаро'ван","00010","10","fem","о'ван"
"многолюдной","многолю'дной","0010","10","fem","ю'дной"
"скупых","ску'пых","10","10","fem","у'пых"
"ткань","тка'нь","1","1","masc","а'нь"
"поймал","пойма'л","01","1","masc","а'л"
"встречают","встреча'ют","010","10","fem","а'ют"
"правитель","прави'тель","010","10","fem","и'тель"
"конях","коня'х","01","1","masc","я'х"
"треска","тре'ска","10","10","fem","е'ска"
"млады","мла'ды","10","10","fem","а'ды"
"штыками","штыка'ми","010","10","fem","а'ми"
"проходить","проходи'ть","001","1","masc","и'ть"
"эгидом","эги'дом","010","10","fem","и'дом"
"смелость","сме'лость","10","10","fem","е'лость"
"мул","му'л","1","1","masc","у'л"
"аллее","алле'е","010","10","fem","е'е"
"бесценным","бесце'нным","010","10","fem","е'нным"
"ослова","осло'ва","010","10","fem","о'ва"
"херувимом","херуви'мом","0010","10","fem","и'мом"
"плетей","плете'й","01","1","masc","е'й"
"позволено","позво'лено","0100","100","dactylic","о'лено"
"овечки","ове'чки","010","10","fem","е'чки"
"ветчина","ветчина'","001","1","masc","на'"
"соседку","сосе'дку","010","10","fem","е'дку"
"смуглянки","смугля'нки","010","10","fem","я'нки"
"половину","полови'ну","0010","10","fem","и'ну"
"сетку","се'тку","10","10","fem","е'тку"
"кончай","конча'й","01","1","masc","а'й"
"озерку","озерку'","001","1","masc","ку'"
"убить","уби'ть","01","1","masc","и'ть"
"утки","у'тки","10","10","fem","у'тки"
"встрепенулись","встрепену'лись","0010","10","fem","у'лись"
"таскался","таска'лся","010","10","fem","а'лся"
"поборает","побора'ет","0010","10","fem","а'ет"
"прямом","прямо'м","01","1","masc","о'м"
"геркулес","геркуле'с","001","1","masc","е'с"
"усмирил","усмири'л","001","1","masc","и'л"
"мода","мо'да","10","10","fem","о'да"
"отведает","отве'дает","0100","100","dactylic","е'дает"
"рамена","рамена'","001","1","masc","на'"
"пустырем","пустырё'м","001'","001'","other","ё'м"
"растворил","раствори'л","001","1","masc","и'л"
"погружусь","погружу'сь","001","1","masc","у'сь"
"грешный","гре'шный","10","10","fem","е'шный"
"воззванье","воззва'нье","010","10","fem","а'нье"
"помози","помози'","001","1","masc","зи'"
"ольга","о'льга","10","10","fem","о'льга"
"окончал","оконча'л","001","1","masc","а'л"
"полуоткрытый","полуоткры'тый","00010","10","fem","ы'тый"
"чертой","черто'й","01","1","masc","о'й"
"преступленьем","преступле'ньем","0010","10","fem","е'ньем"
"тайны","та'йны","10","10","fem","а'йны"
"гробы","гробы'","01","1","masc","бы'"
"аммон1играл","аммон1игра'л","0001","1","masc","а'л"
"престать","преста'ть","01","1","masc","а'ть"
"несут","несу'т","01","1","masc","у'т"
"пресыщался","пресыща'лся","0010","10","fem","а'лся"
"пребудь","пребу'дь","01","1","masc","у'дь"
"свяжет","свя'жет","10","10","fem","я'жет"
"рей","ре'й","1","1","masc","е'й"
"страшился","страши'лся","010","10","fem","и'лся"
"возводил","возводи'л","001","1","masc","и'л"
"взнес","взне'с","1","1","masc","е'с"
"развратным","развра'тным","010","10","fem","а'тным"
"самим","сами'м","01","1","masc","и'м"
"красноречив","красноречи'в","0001","1","masc","и'в"
"стар","ста'р","1","1","masc","а'р"
"обдают","обдаю'т","001","1","masc","ю'т"
"недуги","неду'ги","010","10","fem","у'ги"
"былого","было'го","010","10","fem","о'го"
"благосклонный","благоскло'нный","0010","10","fem","о'нный"
"непощадно","непоща'дно","0010","10","fem","а'дно"
"лицу","лицу'","01","1","masc","цу'"
"начинал","начина'л","001","1","masc","а'л"
"мятет","мя'тет","10","10","fem","я'тет"
"взнесется","взнесё'тся","01'0","01'0","other","ё'тся"
"персть","пе'рсть","1","1","masc","е'рсть"
"гулял","гуля'л","01","1","masc","я'л"
"встретил","встре'тил","10","10","fem","е'тил"
"размером","разме'ром","010","10","fem","е'ром"
"забежал","забежа'л","001","1","masc","а'л"
"пропасть","про'пасть","10","10","fem","о'пасть"
"губки","гу'бки","10","10","fem","у'бки"
"словечка","слове'чка","010","10","fem","е'чка"
"отстаньте","отста'ньте","010","10","fem","а'ньте"
"караванной","карава'нной","0010","10","fem","а'нной"
"озабочен","озабо'чен","0010","10","fem","о'чен"
"надвое","на'двое","100","100","dactylic","а'двое"
"безгласен","безгла'сен","010","10","fem","а'сен"
"патриот","патрио'т","001","1","masc","о'т"
"теснились","тесни'лись","010","10","fem","и'лись"
"потемнел","потемне'л","001","1","masc","е'л"
"недоспелый","недоспе'лый","0010","10","fem","е'лый"
"излил","изли'л","01","1","masc","и'л"
"взволную","взволну'ю","010","10","fem","у'ю"
"стрижет","стрижё'т","01'","01'","other","ё'т"
"рассужденье","рассужде'нье","0010","10","fem","е'нье"
"воздымают","воздыма'ют","0010","10","fem","а'ют"
"глав","гла'в","1","1","masc","а'в"
"чистее","чи'стее","100","100","dactylic","и'стее"
"разъяренны","разъярё'нны","001'0","001'0","other","ё'нны"
"совратят","совратя'т","001","1","masc","я'т"
"подземных","подзе'мных","010","10","fem","е'мных"
"стремлюся","стремлю'ся","010","10","fem","ю'ся"
"нектар","некта'р","01","1","masc","а'р"
"воспарит","воспари'т","001","1","masc","и'т"
"офицер","офице'р","001","1","masc","е'р"
"тя","тя'","1","1","masc","тя'"
"коломне","коло'мне","010","10","fem","о'мне"
"заключеньи","заключе'ньи","0010","10","fem","е'ньи"
"фронтом","фро'нтом","10","10","fem","о'нтом"
"влекла","влекла'","01","1","masc","ла'"
"зрелых","зре'лых","10","10","fem","е'лых"
"европейским","европе'йским","0010","10","fem","е'йским"
"сродни","сродни'","01","1","masc","ни'"
"иного","ино'го","010","10","fem","о'го"
"засверкали","засверка'ли","0010","10","fem","а'ли"
"вольнодумной","вольноду'мной","0010","10","fem","у'мной"
"трезвой","тре'звой","10","10","fem","е'звой"
"разобидел","разоби'дел","0010","10","fem","и'дел"
"возгласом","во'згласом","100","100","dactylic","о'згласом"
"купаться","купа'ться","010","10","fem","а'ться"
"плыли","плы'ли","10","10","fem","ы'ли"
"отзовется","отзовё'тся","001'0","001'0","other","ё'тся"
"диадимой","диади'мой","0010","10","fem","и'мой"
