"","text_id","A_ID","author_text","author_sign","text_title","text_subtitle","first_line","year","path_text","source_text","COL_ID","corpus"
"752","P_1698","A-115","Некрасов Н.А.","Н. Некрасов","Два мгновения","","Печальный свет лампады озаряет","1839","../../data/corpus1835/periodicals/per_raw//P_1698.txt","ЛПРИ. 1839. Т. 1. №14. C. 297","","per"
"753","P_1699","A-252","Степанов С.","С. Степанов","Mes adieux","Е.Н. М—ой, накануне выезда из Тифлиса","Заря потухла; даль темнеет","1839","../../data/corpus1835/periodicals/per_raw//P_1699.txt","ЛПРИ. 1839. Т. 1. №15. C. 320","","per"
"754","P_17","A-11","Пушкин А.С.","А. Пушкин","Видение короля","Песни западных славян","Король ходит большими шагами","1835","../../data/corpus1835/periodicals/per_raw//P_17.txt","БдЧ. 1835. Т.9. Отд. 1. C. 5-8","","per"
"755","P_170","A-37","Бернет Е.","Е. Бернет","Просьба","","В вешний день, когда цветов дыханье","1837","../../data/corpus1835/periodicals/per_raw//P_170.txt","БдЧ. 1837. Т. 23. C. 10-12","","per"
"756","P_1700","A-78","Теплова Н.С.","Н. Теплова","Певец","","Был замок древний и большой","1839","../../data/corpus1835/periodicals/per_raw//P_1700.txt","ЛПРИ. 1839. Т. 1. №15. C. 321-322","","per"
"757","P_1701","A-115","Некрасов Н.А.","У.","Облака","","Из-за гор, издалека","1839","../../data/corpus1835/periodicals/per_raw//P_1701.txt","ЛПРИ. 1839. Т. 1. №16. C. 337","","per"
"758","P_1702","A-252","Степанов С.","С. Степанов","Падение листьев","Из Мильвуа","Осенний ветр с густых ветвей","1839","../../data/corpus1835/periodicals/per_raw//P_1702.txt","ЛПРИ. 1839. Т. 1. №16. C. 339-340","","per"
"759","P_1703","A-51","Стромилов С.И.","С. Стромилов","Стансы","","Если б вы мне дали воли","1839","../../data/corpus1835/periodicals/per_raw//P_1703.txt","ЛПРИ. 1839. Т. 1. №17. C. 368","","per"
"760","P_1704","A-279","Межевич В.С.","В. Межевич","Подражание Шекспиру","В альбом *****","Не плачьте обо мне, когда, по воле рока","1839","../../data/corpus1835/periodicals/per_raw//P_1704.txt","ЛПРИ. 1839. Т. 1. №18. C. 384","","per"
"761","P_1705","","Амвр. Метл.","Амвр. Метл.","Украинские ночи","","Помню: тихо, величаво","1839","../../data/corpus1835/periodicals/per_raw//P_1705.txt","ЛПРИ. 1839. Т. 1. №18. C. 384","","per"
"762","P_1706","","Н.Б.","Н.Б.","Ночь","","Стемнело; ночь — и разлилися","1839","../../data/corpus1835/periodicals/per_raw//P_1706.txt","ЛПРИ. 1839. Т. 1. №19. C. 404","","per"
"763","P_1707","A-244","Цыганов Н.Ф.","Цыганов","Песня","","Ах вы, кони мои вороные","1839","../../data/corpus1835/periodicals/per_raw//P_1707.txt","ЛПРИ. 1839. Т. 1. №19. C. 405","","per"
"764","P_1708","A-78","Теплова Н.С.","Н. Теплова","В альбом","","Как мне приятен ваш альбом","1839","../../data/corpus1835/periodicals/per_raw//P_1708.txt","ЛПРИ. 1839. Т. 1. №20. C. 424","","per"
"765","P_1709","","Ив. Аб.","Ив. Аб.","К ***","","Когда в глубокий сон вокруг тебя природа","1839","../../data/corpus1835/periodicals/per_raw//P_1709.txt","ЛПРИ. 1839. Т. 1. №21. C. 447","","per"
"766","P_171","A-163","Гребенка Е.П.","Е. Гребенка","Роса","","В час ночи безмолвный, в час грозных видений","1837","../../data/corpus1835/periodicals/per_raw//P_171.txt","БдЧ. 1837. Т. 23. C. 12-13","","per"
"767","P_1711","A-265","Ставелов Н.","Н. Ставелов","Смерть Бенамаре","Испанский романс","Помчались дружины в поход на врагов","1839","../../data/corpus1835/periodicals/per_raw//P_1711.txt","ЛПРИ. 1839. Т. 1. №23. C. 489-490","","per"
"768","P_1712","A-244","Цыганов Н.Ф.","Цыганов","Мелодия","","Стонет горлица в дуброве","1839","../../data/corpus1835/periodicals/per_raw//P_1712.txt","ЛПРИ. 1839. Т. 1. №23. C. 490","","per"
"769","P_1713","A-50","Якубович Л.А.","Л. Якубович","Конь","","Живо конь мой — в поле, в поле","1839","../../data/corpus1835/periodicals/per_raw//P_1713.txt","ЛПРИ. 1839. Т. 1. №24. C. 507-508","","per"
"770","P_1714","A-205","Головачев Г.","Головачов","Путь на море","","Я плыл туда! — был тих мой путь","1839","../../data/corpus1835/periodicals/per_raw//P_1714.txt","ЛПРИ. 1839. Т. 1. №24. C. 508","","per"
"771","P_1715","A-280","Лузанов А.","А.Л.","Минута грусти","","Зачем из сна ничтожности безвестной","1839","../../data/corpus1835/periodicals/per_raw//P_1715.txt","ЛПРИ. 1839. Т. 1. №25. C. 531","","per"
"772","P_1716","A-115","Некрасов Н.А.","Н. Некрасов","Рукоять","Сонет","Не рылся я в земле в надежде вырыть злато","1839","../../data/corpus1835/periodicals/per_raw//P_1716.txt","ЛПРИ. 1839. Т. 1. №25. C. 531-532","","per"
"773","P_1717","","К.С. Волконский","К.С. Волконский","К Ф…ной","","Не улыбайся так приветно","1839","../../data/corpus1835/periodicals/per_raw//P_1717.txt","ЛПРИ. 1839. Т. 1. №26. C. 549","","per"
"774","P_1718","A-212","Пельский Д.Ф.","Дмитрий Пельский","Русская песня","","Как за речку красна девица идет","1839","../../data/corpus1835/periodicals/per_raw//P_1718.txt","ЛПРИ. 1839. Т. 1. №26. C. 549-550","","per"
"775","P_1719","A-232","Корсакова Л.","Лидия Корсакова","Буря и пожар","","Взгляните как стонет и мечется буря","1839","../../data/corpus1835/periodicals/per_raw//P_1719.txt","ЛПРИ. 1839. Т. 2. №1. C. 5-6","","per"
"776","P_172","A-158","Кропоткин Д.А.","Князь Д. Кропоткин","Сила песни","","У ног своей милой, склоняясь главою","1837","../../data/corpus1835/periodicals/per_raw//P_172.txt","БдЧ. 1837. Т. 23. C. 14-15","","per"
"777","P_1720","A-161","Айбулат К.М.","К. Айбулат","Волна","","Брызжет светом полнолунья","1839","../../data/corpus1835/periodicals/per_raw//P_1720.txt","ЛПРИ. 1839. Т. 2. №2. C. 30","","per"
"778","P_1721","","","","Цветок","","Что завял так рано","1839","../../data/corpus1835/periodicals/per_raw//P_1721.txt","ЛПРИ. 1839. Т. 2. №2. C. 31","","per"
"779","P_1722","","","","Сон","Из Байрона","Жизнь двойственна: у сна особый мир","1839","../../data/corpus1835/periodicals/per_raw//P_1722.txt","ЛПРИ. 1839. Т. 2. №3. C. 47-49","","per"
"780","P_1723","","Шади","Шади","Мироздание","","Шумел хаос во тьме глубокой","1839","../../data/corpus1835/periodicals/per_raw//P_1723.txt","ЛПРИ. 1839. Т. 2. №4. C. 64-65","","per"
"781","P_1724","A-74","Марков М.А.","М. Марков","К Жуковскому","","Хвалой ничтожною не смея","1839","../../data/corpus1835/periodicals/per_raw//P_1724.txt","ЛПРИ. 1839. Т. 2. №4. C. 65","","per"
"782","P_1725","A-280","Лузанов А.","А. Лузанов","Туча","","Туча мрачная стремится","1839","../../data/corpus1835/periodicals/per_raw//P_1725.txt","ЛПРИ. 1839. Т. 2. №5. C. 87-88","","per"
"783","P_1726","A-121","Алексеев П.Ф.","П. Алексеев","Новый месяц","","Как челн серебряный, над лентой туч волнистых","1839","../../data/corpus1835/periodicals/per_raw//P_1726.txt","ЛПРИ. 1839. Т. 2. №5. C. 88","","per"
"784","P_1727","A-241","Вуич Н.Е.","Н. Вуич","Чародейка","","Знать меня околдовали","1839","../../data/corpus1835/periodicals/per_raw//P_1727.txt","ЛПРИ. 1839. Т. 2. №5. C. 88","","per"
"785","P_1728","A-101","Шахова Е.Н.","Елисавета Шахова","В альбом Людмилы Петровны К…вой","","Как Геликона сад обширный","1839","../../data/corpus1835/periodicals/per_raw//P_1728.txt","ЛПРИ. 1839. Т. 2. №6. C. 108","","per"
"786","P_1729","A-50","Якубович Л.А.","Л. Якубович","Былое время","","Было время, говорят","1839","../../data/corpus1835/periodicals/per_raw//P_1729.txt","ЛПРИ. 1839. Т. 2. №8. C. 143","","per"
"787","P_173","A-190","Кочубинский А.","Александр Кочубинский","Плен евреев","Подражание еврейскому","Там, где ивы наклонились","1837","../../data/corpus1835/periodicals/per_raw//P_173.txt","БдЧ. 1837. Т. 23. C. 15-16","","per"
"788","P_1730","A-161","Айбулат К.М.","К. Айбулат","Море","","Люблю тебя я страстно, море","1839","../../data/corpus1835/periodicals/per_raw//P_1730.txt","ЛПРИ. 1839. Т. 2. №8. C. 143-144","","per"
"789","P_1731","A-7","Кольцов А.В.","Лесник","Я дома","","Опять в глуши, опять досуг","1839","../../data/corpus1835/periodicals/per_raw//P_1731.txt","ЛПРИ. 1839. Т. 2. №9. C. 170-171","","per"
"790","P_1732","","Малов","Малов","Норманский пират","","Я был еще отрок и с матерью жил","1839","../../data/corpus1835/periodicals/per_raw//P_1732.txt","ЛПРИ. 1839. Т. 2. №10. C. 188-189","","per"
"791","P_1733","A-244","Цыганов Н.Ф.","Цыганов","Песня","","Как за реченькой, за быстрою рекой","1839","../../data/corpus1835/periodicals/per_raw//P_1733.txt","ЛПРИ. 1839. Т. 2. №11. C. 205","","per"
"792","P_1734","A-278","Афанасьева А.","Авдотья Афанасьева","Листок","Посвящается Варваре Ивановне Трубинской","На дереве пышном листок, зеленея","1839","../../data/corpus1835/periodicals/per_raw//P_1734.txt","ЛПРИ. 1839. Т. 2. №11. C. 205-206","","per"
"793","P_1735","A-50","Якубович Л.А.","Л. Якубович","Страдалец","","Кто чувством, и мыслью, и жизнию всей","1839","../../data/corpus1835/periodicals/per_raw//P_1735.txt","ЛПРИ. 1839. Т. 2. №13. C. 246","","per"
"794","P_1736","A-121","Алексеев П.Ф.","П. Алексеев","К пороку","","Не пожирай меня очами сладострастья","1839","../../data/corpus1835/periodicals/per_raw//P_1736.txt","ЛПРИ. 1839. Т. 2. №14. C. 265","","per"
"795","P_1737","","Н. Засецкий","Н. Засецкий","Благодарность","","Под судьбы тяжелым молотом","1839","../../data/corpus1835/periodicals/per_raw//P_1737.txt","ЛПРИ. 1839. Т. 2. №14. C. 265","","per"
"796","P_1738","A-191","Афанасьев-Чужбинский А.С.","Александр Чужбинский","Крест","Посвящается его превосходительству, Дмитрию Богдановичу Броневскому","Расскажу вам, друзья, про минувшее я","1839","../../data/corpus1835/periodicals/per_raw//P_1738.txt","ЛПРИ. 1839. Т. 2. №15. C. 285-286","","per"
